name,product_list
上海复地共赢股权投资管理有限公司,上海稳佳投资中心(有限合伙)|上海复邦鑫瑶投资中心(有限合伙)|芜湖复邦星晟投资中心(有限合伙)|上海复邦鑫业投资中心(有限合伙)|上海复邦鑫瑜投资中心(有限合伙)|上海复邦鑫炎投资中心(有限合伙)
中银投资浙商产业基金管理（浙江）有限公司,浙江浙商产业投资基金合伙企业(有限合伙)|杭州元信朝合股权投资合伙企业(有限合伙)|杭州乐济妙投资管理合伙企业(有限合伙)|杭州中云联行投资管理合伙企业(有限合伙)|杭州诺立奇股权投资合伙企业(有限合伙)|杭州乐枕投资管理合伙企业(有限合伙)|杭州乐妙投资管理合伙企业(有限合伙)|宁波梅山保税港区乐杰华投资管理合伙企业(有限合伙)|杭州银睿达互融创新股权投资合伙企业(有限合伙)|杭州乐赞投资管理合伙企业(有限合伙)|杭州乐芯投资管理合伙企业(有限合伙)
春华秋实（天津）股权投资管理有限公司,上海春华景立投资中心(有限合伙)|春华秋实(天津)股权投资合伙企业(有限合伙)|上海瑾实投资中心(有限合伙)|春华景禧(天津)投资中心(有限合伙)|海南建银建信丛林基金合伙企业(有限合伙)|春华9号私募投资基金|春华景信(天津)投资中心(有限合伙)|春华8号投资基金|春华兴安(天津)投资中心(有限合伙)|春华景诚(天津)投资中心(有限合伙)|春华5号投资基金|秋实兴本(天津)投资中心(有限合伙)|春华1号投资基金|春华兴康(天津)投资中心(有限合伙)|春华10号私募投资基金|春华景达(天津)投资中心(有限合伙)|春华荣耀(天津)股权投资基金合伙企业(有限合伙)|春华景信景福(天津)投资中心(有限合伙)|秋实兴德(天津)投资中心(有限合伙)|春华荣信(天津)股权投资基金合伙企业(有限合伙)|春华兴泰(天津)投资中心(有限合伙)|春华荣丰(天津)股权投资基金合伙企业(有限合伙)|春华11号私募投资基金
浙江九仁资本管理有限公司,宁波九思股权投资合伙企业|杭州九宝股权投资合伙企业(有限合伙)|宁波九诚投资合伙企业(有限合伙)|宁波九松股权投资合伙企业(有限合伙)|杭州九康投资合伙企业(有限合伙)|杭州九歌股权投资合伙企业(有限合伙)|杭州九益投资合伙企业(有限合伙)|杭州九赋股权投资合伙企业(有限合伙)|杭州九纳投资合伙企业(有限合伙)|海宁九睿股权投资合伙企业(有限合伙)|杭州九雅股权投资合伙企业(有限合伙)|杭州万丰锦源京新股权投资合伙企业(有限合伙)|杭州九娴股权投资合伙企业(有限合伙)|杭州九祥股权投资合伙企业(有限合伙)|海宁九曜股权投资合伙企业(有限合伙)|杭州九鹏投资合伙企业(有限合伙)|杭州九森投资合伙企业(有限合伙)|杭州九本股权投资合伙企业(有限合伙)|杭州云帛投资合伙企业(有限合伙)|杭州九鸿投资合伙企业(有限合伙)|杭州九立投资合伙企业(有限合伙)|杭州九识股权投资合伙企业(有限合伙)|杭州九彤投资合伙企业(有限合伙)|宁波宇衡股权投资合伙企业(有限合伙)
宁波瀚铖股权投资管理有限公司,宁波瀚和股权投资合伙企业(有限合伙)
合鋆资产管理有限公司,合鋆打新1号基金
福建省创新创业投资管理有限公司,福建华兴龙腾创业投资有限公司|福建华兴创业投资有限公司|福建省大同创业投资有限公司|福建华兴润明创业投资有限公司|福建华兴漳发创业投资有限公司|福建省华科创业投资有限公司|福建华兴润福投资合伙企业(有限合伙)|福建华兴新兴创业投资有限公司|福建省新兴产业股权投资有限合伙企业|福建省古雷石化股权投资合伙企业(有限合伙)|福建平潭华兴康平医药产业投资合伙企业(有限合伙)|福建地方产业股权投资基金合伙企业(有限合伙)|福建省石墨烯产业投资合伙企业(有限合伙)|创新汇金(龙岩)创业投资合伙企业(有限合伙)|平潭文化旅游体育产业投资基金合伙企业(有限合伙)|厦门创新兴科股权投资合伙企业(有限合伙)|平潭海峡浙南股权投资合伙企业(有限合伙)|福建兴桥股权投资有限公司|福建创新同福股权投资有限合伙企业|福建福州创新创福股权投资合伙企业(有限合伙)|福建龙头产业股权投资基金合伙企业(有限合伙)|福建省创新电子信息产业投资发展有限公司
天津海达创业投资管理有限公司,河北金冀达创业投资有限公司|广州正达创业投资合伙企业(有限合伙)
天津金海胜创业投资管理有限公司,天津金镒泰股权投资基金合伙企业(有限合伙)|河北燕郊燕胜创业投资有限公司|天津海胜腾飞投资合伙企业(有限合伙)|天津海胜御美投资合伙企业(有限合伙)|天津津联海胜混改股权投资基金合伙企业(有限合伙)|北京海胜框图投资合伙企业(有限合伙)
河北润拓投资管理有限公司,河北汉明达信息产业创业投资有限公司
上海锐越投资管理顾问有限公司,锐越财富8号基金|锐越财富9号基金|锐越财富3号基金|锐越财富5号基金|锐越财富6号基金|锐越财富7号基金|外贸信托锐越财富成长1号组合型集合资金信托计划|锐越财富1号基金|锐越财富2号基金|锐越财富超赢1号对冲母基金|锐越●益海家族母基金(私募)|锐越●中玄稳赢1号基金
北京融凯德投资管理有限公司,北京融普周投资中心(有限合伙)|北京融普秦投资中心(有限合伙)|苏州鑫德仁股权投资合伙企业(有限合伙)|苏州盛达通股权投资合伙企业(有限合伙)|苏州鑫德诚股权投资合伙企业(有限合伙)|苏州鑫德荣股权投资合伙企业(有限合伙)|北京融普夏投资中心(有限合伙)|苏州荣信通股权投资合伙企业(有限合伙)|北京昆融投资中心(有限合伙)|芜湖鑫德壹号投资中心(有限合伙)
顺邦旌宏（上海）股权投资管理合伙企业（有限合伙）,顺邦铭岳(上海)股权投资合伙企业(有限合伙)
中交粤财基础设施投资基金管理（广东）有限公司,珠海横琴中交粤财综合开发一号投资合伙企业(有限合伙)
北京青鸟恒盛投资管理有限公司,北京青鸟恒盛投资基金(有限合伙)
华物（北京）投资管理有限公司,君富.绩优贵州鸿基棚改四期|君富.绩优贵州鸿基棚改三期|君富.绩优石家庄弘达明尚城三期-2|君富.绩优贵州鸿基棚改二期|君富.绩优贵州鸿基棚改一期|君富.绩优石家庄弘达明尚城三期-1|君富.绩优石家庄弘达明尚城一期|北京中瑞天成投资中心(有限合伙)|君富.绩优石家庄弘达明尚城二期|天风智盈1号CTA基金|华物量化钧泰5号|华物-君裕6号CTA基金|华物量化钧泰1号投资基金|华物量化钧泰3号|华物-国信绩优小贷资产收益权转让基金1号|瑞达-华物君裕11号基金|嘉诚2期CTA基金|黔兴国发贵阳基础设施建设债权投资基金|华物美克富邦1号地产投资基金
北京汉能英诚投资中心（有限合伙）,北京汉能水木投资中心(有限合伙)
青岛静远投资管理有限公司,青岛静远创业投资有限公司
上海佳晔苌清股权投资基金管理有限公司,上海吉晔苌清创业投资合伙企业(有限合伙)|北京八里台创业投资管理中心(有限合伙)|北京青果灵动投资中心(有限合伙)|长青价值1号证券投资私募基金
新疆鼎信智赢股权投资管理有限公司,新疆鼎信润仪投资合伙企业(有限合伙)|新疆鼎信润赢股权投资合伙企业(有限合伙)|新疆鼎信润双投资合伙企业(有限合伙)|新疆鼎信润时投资合伙企业(有限合伙)|新疆鼎信辉智投资有限合伙企业|新疆鼎信润尚投资合伙企业(有限合伙)|鼎信长城—方兴空港2号私募投资基金|鼎信坤湖私募投资基金|鼎信合肥“旭辉·湖山源著”项目私募投资基金|鼎信长城—帆茂TOP10二期私募投资基金|新疆鼎信兴然投资有限合伙企业|鼎信长城—方兴空港1号私募投资基金
高能天成投资（北京）有限公司,高能天启(福建)股权投资有限合伙企业|高能天明(福建)股权投资有限合伙企业|高能天南(南通)股权投资基金(有限合伙)
深圳华信中诚投资有限公司,深圳华信嘉诚创业投资基金合伙企业(有限合伙)
深圳市同创资产管理有限公司,深圳市同创英荟壹号投资企业(有限合伙)|深圳市同创英荟贰号投资企业(有限合伙)|英荟伍号地产投资基金|汇享壹号产业私募基金|汇享贰号产业私募股权投资基金|深圳市同创英荟肆号投资企业(有限合伙)|深圳市英荟柒号投资企业(有限合伙)|英荟陆号私募股权投资基金|英荟捌号私募股权投资基金
承明（上海）资产管理有限公司,上海承盛投资中心(有限合伙)
乌鲁木齐磐石新泓股权投资管理有限公司,新疆磐石新洲股权投资合伙企业(有限合伙)
上海紫源投资管理有限公司,宁波荧鸿投资合伙企业(有限合伙)|拉萨经济技术开发区紫源创业投资管理中心(有限合伙)|广州致远新星股权投资合伙企业(有限合伙)
北京三智启明投资基金管理有限公司,三智启明-天秤一号FOF私募基金|三智启明大理水环境产业投资(武汉)合伙企业(有限合伙)|深圳前海三智华锦股权投资基金企业(有限合伙)|三智元贞-稳健成长投资基金一期|三智善境“仁”私募证券投资基金|三智启明-天秤二号FOF私募基金|三智宝盈-创新财富投资基金一期|三智元贞-稳健成长投资基金二期
上海凯洛斯航空股权投资基金管理有限公司,上海凯洛斯私募投资基金|凯菲瑞医联体项目私募投资基金
融银资本投资管理有限公司,融银黄海创业投资有限公司
重庆汉能科宏投资管理有限公司,南京汉能创业投资中心(有限合伙)
江苏兴科创业投资有限公司,江苏兴科创业投资有限公司|常州兴科高鸿创业投资中心(有限合伙)
虎童瑞雪创业投资管理（苏州）有限公司,新疆虎童瑞雪股权投资有限合伙企业
浙江创辉产业投资管理有限公司,嘉兴嘉倍投资合伙企业(有限合伙)|嘉兴硅谷天堂丰万投资合伙企业(有限合伙)|嘉兴硅谷天堂嘉绩投资合伙企业(有限合伙)|嘉兴硅谷天堂欣马投资合伙企业(有限合伙)|杭州合舜投资合伙企业(有限合伙)|嘉兴硅谷天堂嘉侠投资合伙企业(有限合伙)|嘉兴嘉丰投资合伙企业(有限合伙)|嘉兴硅谷天堂嘉中投资合伙企业(有限合伙)|宁波梅山保税港区东华硅谷股权投资合伙企业(有限合伙)|硅谷钱江1号私募投资基金|杭州硅谷顶舜投资合伙企业(有限合伙)|健盛投资基金|嘉兴硅谷天堂永宁投资合伙企业(有限合伙)|嘉兴硅谷天堂粤正秀投资管理合伙企业(有限合伙)|嘉兴硅谷天堂金宏投资合伙企业(有限合伙)|杭州硅谷顶鑫投资合伙企业(有限合伙)|嘉兴硅谷天堂峦枫投资合伙企业(有限合伙)|嘉兴硅谷天堂宝康投资合伙企业(有限合伙)
博弘数君（天津）资产管理有限公司,博弘定向增发指数型基金|博弘3号私募证券投资基金|博弘5号私募证券投资基金|博弘数君盈匊私募基金|博弘商品5号私募证券投资基金|博弘常青1号私募证券投资基金|博弘商品2号私募证券投资基金|博弘数君麒麟股指趋势增强基金|博弘数君鲲鹏全对冲基金|博弘商品3号私募证券投资基金|博弘-青山私募基金|博弘数君凤凰基金|博弘商品1号私募证券投资基金|博弘数君白泽基金|博弘聚慧能源1号私募基金|博弘聚慧宏观对冲1号私募基金|博弘聚慧新兴产品1号私募基金|博弘聚慧全球股票精选1号私募基金|博弘常青2号私募证券投资基金|博弘聚慧贵金属1号私募基金|博弘-青山2号私募证券投资基金|博弘聚慧股票1号私募基金|博弘数君盈升私募基金|博弘2号私募证券投资基金|博弘汇富FOF1期私募基金|博弘1号私募证券投资基金|博弘致远一号私募证券投资基金
溪牛投资管理（北京）有限公司,中融信托融新67号-溪牛01期|溪牛长期回报私募证券投资基金
橡树海外投资基金管理（上海）有限公司,上海橡树一期海外投资基金合伙企业(有限合伙)
上海兴聚投资管理有限公司,兴聚财富3号好买精选1期私募证券投资基金|兴聚财富8号金选A期私募证券投资基金|兴聚财富7号私募证券投资基金D|兴聚财富8号润欣私募证券投资基金|兴聚财富7号私募证券投资基金E|兴聚财富7号私募证券投资基金F|兴聚财富8号私募证券投资基金|兴聚财富7号私募证券投资基金A|兴聚财富7号私募证券投资基金B|兴聚财富7号私募证券投资基金C|兴盛私募证券投资基金|兴聚兴合2号私募证券投资基金|兴聚兴合5号私募证券投资基金|兴海私募证券投资基金|兴聚财富7号私募证券投资基金K|兴聚逸帆私募证券投资基金|融泽5号私募证券投资基金|兴聚财富6号证券投资基金|兴聚泰合1号私募证券投资基金|兴聚明远1号私募投资基金|兴聚融泽6号私募证券投资基金|华润信托·融和集合资金信托计划|兴聚财富5号证券投资基金|兴业信托·兴福1期(兴聚)证券投资集合资金信托计划|瑞晨诺盈投资基金|中信兴聚1期管理型证券投资集合资金信托计划|兴聚兴合1号私募证券投资基金|兴聚财富9号私募证券投资基金|兴聚财富2号证券投资基金|兴聚兴合4号私募证券投资基金|兴聚财富1号非公开募集证券投资基金|兴聚兴海2号私募证券投资基金|兴聚财富7号私募证券投资基金|兴聚财富3号基金D|兴聚财富7号私募证券投资基金L|兴聚泰合3号私募证券投资基金|国金慧睿多策略-兴聚1号集合资产管理计划|中信信托锐进41期兴聚投资集合资金信托计划|兴聚财富8号金选B期证券投资私募基金|兴聚兴合3号私募证券投资基金|鹏华资产兴聚融泽1号资产管理计划|兴聚润泰1号私募证券投资基金|兴聚财富3号基金|兴聚融泽3号基金|兴聚财富8号润泽私募证券投资基金|兴聚财富3号基金A|兴聚投资可换股债券1号私募投资基金|兴聚财富3号基金B|兴聚财富3号基金C
